SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Health technology,1,SI,87.13,Stage 2 Watch,Loose,20.3,11.43,8.54,91.0,97.0,92.0,91.0,NO,0.0,NO,16.23,14.41,17.4,15.2,Medical specialties
2,Healthcare,1,APGE,98.14,Extended Near High,Normal,133.25,0.46,3.06,97.0,98.0,95.0,95.0,NO,0.0,NO,95.33,75.1,99.18,83.47,Biotechnology
2,Healthcare,2,RVMD,97.22,Extended Near High,Normal,189.77,2.02,3.89,98.0,96.0,97.0,97.0,NO,0.0,NO,157.68,103.57,162.37,123.8,Biotechnology
2,Healthcare,3,IMVT,96.88,Extended Near High,Normal,40.31,1.13,3.76,96.0,96.0,95.0,94.0,NO,0.0,NO,32.63,26.08,34.19,28.8,Biotechnology
2,Healthcare,4,EWTX,96.74,Extended Near High,Loose,46.3,1.38,5.53,97.0,96.0,93.0,96.0,NO,0.0,NO,35.7,27.57,36.98,31.78,Biotechnology
2,Healthcare,5,MIRM,96.72,Extended Near High,Loose,128.57,0.33,4.86,95.0,97.0,91.0,95.0,NO,0.0,NO,104.53,88.85,108.74,97.59,Biotechnology
3,Energy,1,DK,94.85,Extended Near High,Loose,56.05,0.0,4.62,94.0,92.0,86.0,96.0,NO,2.31,NO,46.32,38.72,47.25,40.24,Oil & Gas Refining & Marketing
3,Energy,2,DINO,92.92,Breakout Zone,Normal,78.62,0.22,3.32,91.0,87.0,88.0,93.0,NO,2.12,NO,69.83,57.61,70.88,60.28,Oil & Gas Refining & Marketing
3,Energy,3,PBF,92.75,Extended Near High,Loose,52.9,0.51,4.91,93.0,95.0,73.0,96.0,NO,3.24,NO,42.35,37.07,42.94,39.13,Oil & Gas Refining & Marketing
3,Energy,4,VLO,90.35,Breakout Zone,Normal,282.88,0.14,3.44,92.0,88.0,67.0,93.0,NO,2.17,NO,251.68,207.02,254.44,224.02,Oil & Gas Refining & Marketing
3,Energy,5,WBI,89.3,Stage 2 Watch,Loose,34.07,5.91,6.64,90.0,92.0,88.0,95.0,NO,0.72,NO,30.4,25.47,31.0,26.55,Oil & Gas Equipment & Services
4,Technology,1,ALOT,98.82,Extended Near High,Normal,28.5,0.63,3.32,98.0,98.0,98.0,98.0,NO,0.0,NO,18.65,11.66,20.41,13.37,Computer Hardware
4,Technology,2,BLZE,98.48,Extended Near High,Loose,16.42,1.08,9.1,98.0,98.0,98.0,98.0,NO,0.76,NO,8.87,6.42,10.09,6.18,Software - Infrastructure
4,Technology,3,PENG,97.45,Extended Near High,Loose,78.47,1.91,11.56,98.0,96.0,98.0,98.0,NO,8.2,NO,54.81,29.53,59.35,33.76,Information Technology Services
4,Technology,4,PTRN,94.64,Near Breakout,Loose,27.61,4.79,5.13,96.0,97.0,97.0,97.0,NO,0.0,NO,19.36,14.91,20.82,15.16,Software - Application
4,Technology,5,ANET,94.3,Breakout Zone,Loose,181.05,0.12,5.94,90.0,93.0,91.0,88.0,NO,0.0,NO,159.67,143.56,158.31,145.4,Computer Hardware
5,Industrials,1,ACA,93.96,Near Breakout,Very Tight,145.38,1.05,1.42,91.0,93.0,91.0,89.0,NO,0.0,NO,130.25,112.87,132.43,119.66,Engineering & Construction
5,Industrials,2,KFRC,92.82,Near Breakout,Loose,52.9,3.92,4.27,94.0,89.0,96.0,94.0,NO,0.0,NO,45.42,33.84,46.78,36.45,Staffing & Employment Services
5,Industrials,3,CRS,92.22,Stage 2 Watch,Loose,587.63,6.13,4.17,95.0,94.0,94.0,95.0,NO,0.0,NO,499.29,377.94,514.81,420.51,Metal Fabrication
5,Industrials,4,CXW,91.81,Stage 2 Watch,Loose,30.62,6.07,4.92,92.0,97.0,94.0,93.0,NO,0.0,NO,24.29,20.25,25.53,21.35,Security & Protection Services
5,Industrials,5,MATX,91.69,Near Breakout,Normal,204.73,1.52,3.15,93.0,86.0,83.0,94.0,NO,0.0,NO,188.09,147.5,190.9,167.16,Marine Shipping
